date,infected0f,infected0m,infected10f,infected10m,infected20f,infected20m,infected30f,infected30m,infected40f,infected40m,infected50f,infected50m,infected60f,infected60m,infected70f,infected70m,infected80f,infected80m,infected90f,infected90m,severe0f,severe0m,severe10f,severe10m,severe20f,severe20m,severe30f,severe30m,severe40f,severe40m,severe50f,severe50m,severe60f,severe60m,severe70f,severe70m,severe80f,severe80m,severe90f,severe90m,breath0f,breath0m,breath10f,breath10m,breath20f,breath20m,breath30f,breath30m,breath40f,breath40m,breath50f,breath50m,breath60f,breath60m,breath70f,breath70m,breath80f,breath80m,breath90f,breath90m,dead0f,dead0m,dead10f,dead10m,dead20f,dead20m,dead30f,dead30m,dead40f,dead40m,dead50f,dead50m,dead60f,dead60m,dead70f,dead70m,dead80f,dead80m,dead90f,dead90m
04-Oct-2020 18:45:00,13421,13980,22905,33734,25109,27816,18206,18577,17101,16255,12885,12540,7892,8886,3845,4243,2246,1801,963,416,0,3,1,2,4,5,8,20,20,36,38,78,75,183,73,127,63,96,29,21,0,0,0,1,1,2,0,2,3,7,7,25,19,53,20,30,9,24,3,7,1,0,2,0,2,1,1,7,8,15,29,50,64,132,141,282,282,306,227,156
04-Oct-2020 22:18:00,13461,14027,22969,33815,25184,27911,18245,18649,17153,16312,12930,12586,7918,8929,3857,4259,2251,1808,966,416,0,3,1,2,4,5,8,20,21,39,38,78,75,184,75,130,63,95,29,21,0,0,0,1,1,2,0,2,4,7,7,24,19,53,21,31,8,23,3,7,1,0,2,0,2,1,1,7,8,15,29,50,65,134,141,289,284,306,227,156
05-Oct-2020 07:36:00,13533,14098,23110,33965,25303,28065,18310,18759,17233,16420,12994,12644,7963,8994,3877,4282,2268,1821,970,422,0,2,1,2,4,6,7,19,19,35,36,78,69,180,74,129,64,95,29,20,0,0,0,1,1,2,0,2,4,7,7,25,19,54,20,31,8,23,3,6,1,0,2,0,2,1,1,7,8,15,29,50,65,134,141,289,284,306,227,156
05-Oct-2020 18:36:00,13731,14292,23480,34414,25564,28435,18508,19006,17440,16628,13123,12769,8063,9112,3939,4350,2290,1851,978,426,0,2,1,2,4,6,11,19,19,38,31,80,65,177,76,132,63,102,29,17,0,0,0,1,0,2,0,2,3,6,7,26,19,58,21,35,9,22,3,4,1,0,2,0,2,1,1,7,8,15,29,50,65,138,142,293,289,311,232,162
06-Oct-2020 07:14:00,13859,14405,23686,34647,25760,28644,18638,19177,17581,16763,13222,12878,8154,9214,3982,4400,2326,1870,1002,435,0,2,1,2,4,5,8,19,17,38,32,80,66,180,72,131,60,100,30,18,0,0,0,1,0,2,0,2,2,7,7,27,20,62,17,34,8,20,3,3,1,0,2,0,2,1,1,7,8,15,29,51,66,140,143,294,290,312,232,162
06-Oct-2020 10:12:00,13898,14439,23743,34711,25809,28691,18674,19225,17623,16793,13249,12915,8176,9236,3994,4412,2330,1874,1002,435,0,2,1,2,4,5,8,19,15,40,32,85,70,186,74,133,63,97,32,16,0,0,0,1,1,3,0,2,3,8,7,26,19,59,18,37,8,21,3,4,1,0,2,0,2,1,1,7,8,15,29,51,67,141,145,295,292,317,232,164
06-Oct-2020 18:35:00,14030,14577,23955,34947,25976,28917,18800,19344,17713,16888,13334,12995,8238,9323,4035,4455,2353,1888,1012,441,0,2,1,2,4,5,9,16,16,38,31,79,64,180,74,138,63,98,27,17,0,0,0,1,3,3,0,1,3,8,7,23,20,57,18,38,7,22,3,3,1,0,2,0,2,1,1,7,8,15,29,53,68,143,146,297,294,318,232,166
06-Oct-2020 22:06:00,14071,14614,24009,35017,26021,28967,18830,19389,17750,16926,13356,13018,8257,9350,4048,4470,2360,1893,1012,443,0,2,1,2,4,5,9,17,18,38,31,80,63,183,73,137,65,101,27,16,0,0,0,1,3,3,0,1,3,8,7,23,19,58,19,42,7,22,3,3,1,0,2,0,2,1,1,7,8,15,29,53,68,143,150,299,296,321,234,166
07-Oct-2020 07:53:00,14171,14746,24167,35169,26132,29123,18943,19497,17846,16993,13426,13090,8304,9412,4073,4501,2378,1905,1022,446,0,2,1,1,4,6,8,16,16,40,28,81,62,173,68,137,61,96,29,18,0,0,0,1,1,3,0,1,2,6,7,27,20,57,18,40,7,24,3,3,1,0,2,0,2,1,1,7,8,15,29,53,69,143,150,301,296,322,235,167
07-Oct-2020 09:31:00,14205,14772,24194,35198,26167,29146,18975,19518,17861,17011,13443,13106,8316,9429,4083,4512,2379,1909,1024,447,0,2,1,2,5,6,9,15,18,39,30,82,63,176,73,139,63,101,29,17,0,0,0,1,2,3,0,2,2,9,7,29,21,58,22,43,8,23,3,3,1,0,2,0,2,1,1,7,8,15,29,53,69,143,150,301,296,323,236,168
07-Oct-2020 18:46:00,14315,14893,24385,35376,26316,29315,19103,19646,17977,17117,13521,13197,8379,9488,4114,4548,2388,1934,1029,450,0,2,1,2,5,6,9,15,18,39,30,82,63,176,73,139,63,101,29,17,0,0,0,1,1,4,0,2,2,9,7,28,18,64,20,38,8,26,3,4,1,0,2,0,2,1,1,7,9,15,29,53,70,146,151,303,297,327,236,167
07-Oct-2020 22:20:00,14361,14942,24468,35458,26382,29379,19151,19694,18017,17152,13562,13226,8399,9522,4123,4565,2396,1940,1030,452,0,2,0,2,4,6,12,14,17,42,29,81,56,175,73,142,57,97,28,17,0,0,0,1,2,4,0,2,2,8,8,28,17,60,21,39,7,26,3,4,1,0,2,0,2,1,1,7,9,15,29,53,70,146,151,304,298,330,237,167
08-Oct-2020 07:02:00,14431,15045,24576,35619,26525,29525,19230,19774,18104,17244,13613,13302,8448,9569,4152,4592,2414,1951,1038,454,0,2,0,1,3,6,12,14,16,42,29,78,54,173,70,141,55,95,27,17,0,0,0,1,2,4,0,2,1,10,8,27,17,60,20,41,7,23,3,4,1,0,2,0,2,1,1,7,9,15,29,53,70,146,151,304,298,330,237,167
08-Oct-2020 10:33:00,14478,15096,24638,35686,26580,29587,19278,19819,18135,17283,13648,13328,8462,9602,4165,4608,2417,1958,1043,455,0,0,2,2,4,7,11,17,17,41,35,81,54,182,75,144,54,97,29,15,0,0,0,1,2,4,0,1,3,9,8,29,17,62,21,43,7,22,3,3,1,0,2,0,2,1,1,7,9,15,29,54,70,147,152,306,303,334,243,169
08-Oct-2020 18:02:00,14537,15172,24778,35791,26683,29728,19348,19898,18208,17345,13697,13376,8501,9636,4184,4639,2430,1967,1046,459,0,0,2,2,3,7,11,14,14,39,39,81,51,177,73,146,54,101,26,15,0,0,0,1,1,3,0,1,2,9,8,30,17,58,26,44,7,24,4,3,1,0,2,0,2,1,1,8,9,15,30,55,72,147,154,308,304,337,247,171
08-Oct-2020 22:33:00,14575,15230,24836,35842,26740,29782,19389,19934,18242,17375,13733,13408,8529,9660,4197,4662,2435,1974,1046,458,0,0,3,2,3,7,11,14,14,40,39,81,51,179,73,145,54,100,26,15,0,0,1,1,1,3,0,1,2,9,8,30,17,60,26,44,7,24,4,3,1,0,2,0,2,1,1,8,9,15,30,55,72,147,154,308,304,337,247,171
09-Oct-2020 07:06:00,14630,15276,24921,35949,26844,29902,19459,20003,18302,17432,13773,13459,8555,9701,4233,4690,2455,1991,1059,464,0,0,2,1,3,7,11,14,14,39,38,80,52,180,70,141,53,99,26,15,0,0,1,0,1,3,0,1,1,9,8,30,17,59,25,45,8,23,4,3,1,0,2,0,2,1,1,8,9,15,30,54,71,148,155,307,304,338,247,171
09-Oct-2020 09:43:00,14644,15290,24943,35968,26873,29921,19482,20025,18314,17450,13785,13467,8559,9710,4236,4695,2458,1993,1061,463,0,0,2,1,3,7,11,14,14,34,39,79,51,177,69,141,57,101,26,16,0,0,1,1,1,4,0,0,1,9,8,28,15,56,23,42,10,22,4,4,1,0,2,0,2,1,1,8,9,15,30,54,73,150,156,310,304,341,250,172
09-Oct-2020 16:16:00,14733,15373,25085,36119,26978,30055,19565,20107,18370,17518,13824,13520,8586,9732,4251,4714,2467,2003,1064,466,0,0,3,2,4,7,11,14,13,34,39,80,51,178,73,146,60,101,23,16,0,0,1,1,1,4,0,0,2,10,8,30,16,58,24,44,10,21,4,4,1,0,2,0,3,1,1,8,9,15,31,55,73,150,156,312,304,342,251,172
10-Oct-2020 18:03:00,14851,15505,25306,36302,27155,30230,19694,20212,18462,17606,13913,13609,8646,9808,4297,4764,2500,2030,1080,473,0,0,2,1,3,6,15,17,15,30,38,84,54,166,63,150,63,89,26,17,0,0,1,0,1,3,1,3,2,8,8,27,13,61,17,43,9,25,4,3,1,0,2,0,3,1,1,8,9,15,31,57,74,155,163,313,307,347,255,174
11-Oct-2020 06:42:00,14851,15514,25324,36310,27173,30247,19706,20222,18470,17620,13940,13617,8649,9826,4309,4768,2506,2035,1083,474,0,0,1,0,3,5,15,17,14,28,37,84,52,166,56,147,61,90,27,16,0,0,1,0,1,2,1,2,1,7,8,28,12,50,15,43,9,24,4,3,1,0,2,0,3,1,2,8,9,15,31,57,75,156,166,318,312,354,258,176
11-Oct-2020 10:21:00,14856,15516,25330,36320,27189,30254,19709,20226,18473,17624,13945,13621,8651,9828,4311,4771,2507,2035,1083,474,0,0,2,1,3,6,12,15,16,32,38,84,49,170,62,147,64,94,30,16,0,0,1,0,1,3,0,3,2,11,9,27,12,63,15,42,8,24,4,4,1,0,2,0,3,1,2,8,9,15,31,58,76,156,168,321,313,357,259,178
11-Oct-2020 18:42:00,14872,15530,25365,36369,27240,30306,19732,20246,18499,17647,13957,13643,8665,9841,4315,4784,2512,2039,1087,476,0,0,1,0,4,4,8,17,16,32,38,77,49,163,56,145,60,97,32,17,0,0,0,0,2,2,0,3,0,11,10,26,13,64,14,41,8,23,4,4,1,0,3,0,3,1,2,8,9,15,31,58,77,157,169,323,317,363,266,179
12-Oct-2020 06:16:00,14953,15604,25486,36499,27370,30439,19825,20330,18590,17723,14018,13712,8701,9905,4339,4805,2521,2049,1097,477,0,0,1,0,5,4,9,17,16,31,36,78,51,156,59,146,60,98,31,19,0,0,0,0,2,2,0,2,3,10,9,25,13,58,15,44,8,21,4,4,1,0,3,0,3,1,2,8,9,15,31,58,77,158,169,323,317,365,266,179
13-Oct-2020 18:22:00,15226,15912,25997,36954,27777,30821,20097,20590,18853,17958,14209,13916,8828,10036,4410,4887,2575,2085,1119,486,0,0,1,1,2,5,8,13,12,30,38,70,47,155,63,158,61,87,28,16,0,0,1,0,1,3,0,3,2,11,8,32,13,65,20,50,9,24,4,4,1,0,3,0,3,1,2,8,9,15,33,59,79,163,174,334,323,379,273,183
13-Oct-2020 22:28:00,15250,15936,26053,36995,27813,30863,20124,20616,18875,17983,14233,13936,8848,10049,4427,4894,2576,2088,1119,486,0,0,1,1,2,5,8,13,12,31,37,70,47,154,62,160,62,90,29,16,0,0,1,0,1,3,0,3,2,11,8,30,13,63,19,45,9,21,4,3,1,0,3,0,3,1,2,8,9,15,33,60,79,168,175,340,323,381,273,183
14-Oct-2020 06:36:00,15294,15968,26105,37048,27865,30921,20163,20651,18899,18019,14261,13964,8872,10085,4451,4915,2588,2098,1131,488,0,0,1,1,2,5,8,13,12,31,37,70,47,154,62,161,62,90,29,16,0,0,1,0,1,3,0,3,2,11,8,30,13,63,19,45,9,21,4,3,1,0,3,0,3,1,2,8,9,15,33,60,78,167,176,341,323,381,273,183
14-Oct-2020 18:31:00,15383,16052,26221,37156,27985,31051,20254,20721,18965,18090,14316,13997,8900,10123,4465,4931,2614,2111,1135,491,0,0,1,0,3,5,8,12,11,31,39,62,43,147,59,146,56,80,31,15,0,0,1,0,1,3,0,2,3,10,10,31,14,57,20,49,9,19,4,4,1,0,3,0,3,1,2,8,9,15,33,61,80,171,179,348,328,395,277,187
15-Oct-2020 06:58:00,15433,16110,26276,37250,28050,31142,20311,20775,19010,18131,14347,14033,8921,10160,4471,4952,2623,2118,1142,489,0,0,1,0,2,5,7,12,10,29,38,63,39,145,59,142,55,77,30,15,0,0,1,0,1,3,0,2,4,9,10,31,12,62,21,52,10,22,4,5,1,0,3,0,3,1,2,8,9,15,33,61,80,171,179,348,328,396,277,187
15-Oct-2020 09:45:00,15449,16127,26289,37285,28083,31175,20323,20796,19018,18145,14357,14043,8933,10165,4473,4956,2625,2120,1143,491,0,0,1,0,2,5,5,12,10,30,37,65,39,146,60,144,56,77,32,12,0,0,1,0,1,3,0,2,4,11,9,31,12,60,21,51,9,22,4,3,1,0,3,0,3,1,2,8,9,15,33,61,80,173,179,348,328,402,278,188
15-Oct-2020 18:01:00,15494,16175,26348,37336,28123,31221,20365,20823,19051,18169,14381,14058,8942,10179,4478,4966,2627,2124,1144,492,0,0,1,0,2,4,6,12,10,29,37,65,37,146,57,139,53,81,32,14,0,0,1,0,1,3,0,2,4,11,9,31,10,65,23,50,9,20,3,3,1,0,3,0,3,1,2,8,9,15,33,61,81,173,180,352,330,405,279,188
15-Oct-2020 20:52:00,15505,16190,26372,37353,28142,31228,20374,20835,19054,18178,14394,14064,8952,10183,4476,4970,2630,2123,1143,493,0,0,1,1,2,4,8,11,11,29,38,66,36,149,59,137,53,85,32,15,0,0,1,1,1,3,0,2,3,12,10,30,13,64,23,47,8,19,3,3,1,0,3,0,3,1,2,8,9,15,33,62,81,174,180,353,331,405,281,188
16-Oct-2020 08:18:00,15573,16246,26443,37438,28220,31332,20421,20878,19090,18222,14445,14099,8979,10206,4495,4986,2647,2130,1158,495,0,0,0,1,3,3,8,11,10,27,35,69,37,137,58,131,51,83,29,14,0,0,0,0,1,2,0,2,4,11,9,32,14,62,22,47,10,20,3,4,1,0,3,0,3,1,2,8,9,15,33,62,81,174,180,353,331,405,282,188
16-Oct-2020 16:06:00,15607,16288,26503,37508,28276,31390,20472,20906,19129,18253,14478,14129,8990,10218,4503,4999,2654,2133,1157,497,0,0,0,1,2,3,8,11,11,27,35,69,37,136,58,133,56,77,27,17,0,0,0,1,1,2,0,2,3,11,11,32,13,59,22,48,9,19,3,3,1,0,3,0,3,1,2,8,9,15,35,62,81,177,181,354,331,408,283,190
17-Oct-2020 18:15:00,15661,16348,26574,37562,28391,31495,20549,20985,19201,18295,14542,14173,9034,10255,4541,5029,2681,2160,1165,500,0,0,0,1,2,3,8,10,11,25,33,60,40,130,54,129,61,74,28,13,0,0,0,1,1,2,1,2,4,6,10,31,17,57,22,47,8,20,4,2,1,0,3,0,3,1,2,8,9,15,36,62,81,181,185,359,333,413,286,192
17-Oct-2020 21:23:00,15665,16349,26576,37566,28392,31498,20553,20987,19206,18297,14545,14173,9035,10258,4544,5030,2681,2162,1166,500,0,0,0,1,2,3,8,10,12,24,34,60,40,128,55,130,61,74,27,13,0,0,0,1,1,2,0,2,3,9,11,32,15,58,22,47,8,19,4,2,1,0,3,0,3,1,2,8,9,16,36,63,81,185,185,364,337,419,288,194
18-Oct-2020 06:18:00,15664,16346,26577,37551,28391,31521,20562,20996,19212,18305,14554,14176,9037,10267,4547,5032,2683,2164,1166,501,0,0,0,1,2,2,7,10,11,25,32,60,40,124,52,127,60,73,27,13,0,0,0,1,1,2,1,2,4,10,10,33,16,59,21,44,7,17,4,2,1,0,3,0,3,1,2,8,9,16,36,63,81,185,185,364,337,419,288,194
18-Oct-2020 10:09:00,15668,16352,26591,37557,28398,31530,20569,21001,19214,18312,14557,14181,9037,10268,4548,5033,2683,2164,1166,504,0,0,0,1,2,3,6,11,11,23,34,62,42,126,54,127,61,72,29,12,0,0,0,1,1,2,0,2,4,10,9,34,15,57,22,48,9,18,3,2,1,0,3,0,3,1,2,8,9,16,36,63,83,187,186,364,338,423,288,196
18-Oct-2020 17:57:00,15672,16353,26604,37571,28417,31552,20588,21021,19231,18327,14570,14189,9047,10278,4551,5034,2686,2168,1171,504,0,0,0,1,2,3,7,10,11,24,30,61,41,124,53,123,60,70,31,12,0,0,0,1,1,2,0,2,3,12,9,35,15,56,23,47,8,13,4,1,1,0,3,0,3,1,2,8,9,16,35,63,82,189,186,366,341,424,288,197
19-Oct-2020 13:13:00,15734,16420,26710,37691,28560,31684,20673,21122,19306,18390,14632,14246,9099,10322,4574,5053,2706,2177,1179,516,0,0,0,1,3,2,7,9,11,24,29,58,43,114,49,118,53,66,32,14,0,0,0,1,1,2,1,2,2,12,9,35,15,57,22,49,9,11,5,2,1,0,3,0,3,1,2,8,9,16,36,67,84,196,188,374,345,433,291,200
19-Oct-2020 18:11:00,15757,16431,26732,37724,28583,31701,20695,21143,19323,18406,14640,14260,9106,10333,4579,5059,2708,2181,1179,516,0,0,0,1,3,2,6,8,11,23,31,55,46,118,48,113,55,61,31,15,0,0,0,1,1,1,2,3,3,11,9,32,16,61,22,51,11,13,5,2,1,0,3,0,3,1,2,8,9,16,36,67,84,197,188,376,349,435,293,202
20-Oct-2020 09:59:00,15815,16494,26830,37823,28667,31803,20759,21212,19388,18464,14694,14296,9134,10372,4596,5075,2729,2185,1186,516,0,0,0,1,3,2,4,8,12,20,33,57,41,119,51,111,55,64,30,14,0,0,0,1,1,1,0,1,1,12,10,32,17,58,23,47,10,13,1,1,1,0,3,0,3,1,2,8,9,16,36,68,84,198,189,379,349,437,295,203
21-Oct-2020 06:17:00,15852,16540,26896,37953,28737,31879,20822,21264,19443,18516,14743,14343,9170,10405,4615,5091,2748,2196,1192,518,0,0,0,1,1,1,2,7,9,19,32,54,37,112,47,106,52,61,31,13,0,0,0,1,1,1,0,1,2,10,9,31,16,58,21,45,12,15,1,2,1,0,3,0,3,1,2,8,9,16,37,68,85,199,189,380,351,439,293,203
21-Oct-2020 09:35:00,15856,16550,26910,37962,28749,31889,20835,21271,19450,18526,14748,14350,9176,10418,4621,5098,2748,2197,1193,518,0,0,0,1,2,2,2,6,10,21,33,56,39,113,47,106,50,62,32,13,0,0,0,1,1,1,1,1,1,13,12,31,16,55,22,44,9,15,5,1,1,0,3,0,3,1,2,8,9,16,37,68,85,199,189,380,351,439,293,203
21-Oct-2020 22:13:00,15905,16598,26985,38056,28804,31969,20883,21312,19489,18555,14780,14370,9195,10435,4633,5106,2754,2204,1196,522,0,0,1,1,2,2,2,8,10,21,31,53,40,111,52,104,50,57,32,15,0,0,0,1,1,1,1,2,1,13,12,31,16,51,20,46,9,17,5,2,1,0,3,0,3,1,3,8,8,16,37,68,85,201,190,384,353,443,295,201
22-Oct-2020 08:12:00,15927,16610,27027,38095,28838,32024,20914,21342,19520,18585,14803,14390,9216,10445,4644,5108,2759,2206,1198,522,0,0,1,1,4,2,1,8,8,21,31,51,36,110,48,103,55,53,30,14,0,0,0,1,1,1,0,2,2,10,9,30,16,53,21,45,12,18,4,3,1,0,3,0,3,1,3,8,8,16,37,68,85,200,190,384,353,444,296,201
22-Oct-2020 18:35:00,15945,16633,27066,38146,28875,32067,20937,21370,19555,18610,14830,14401,9227,10459,4650,5113,2761,2209,1200,523,0,0,1,0,4,1,1,9,9,25,30,50,39,107,52,103,53,53,27,14,0,0,0,0,1,0,0,2,0,12,10,30,15,52,22,46,10,17,5,3,1,0,3,0,3,1,4,8,8,16,39,72,86,201,190,386,354,449,296,202
22-Oct-2020 21:39:00,15949,16636,27074,38153,28882,32068,20942,21380,19558,18617,14833,14406,9230,10462,4651,5115,2763,2211,1201,521,0,0,1,0,4,1,1,9,9,25,30,50,39,107,52,105,53,53,27,14,0,0,0,0,1,0,0,2,0,12,10,30,15,51,22,46,10,17,5,3,1,0,3,0,3,1,4,8,8,16,39,72,86,201,190,386,354,449,296,202
23-Oct-2020 07:15:00,15953,16654,27096,38172,28920,32108,20964,21399,19584,18647,14843,14423,9246,10472,4655,5119,2770,2217,1202,520,0,0,1,0,4,1,1,9,8,21,32,49,39,103,49,103,55,54,26,13,0,0,0,1,1,0,0,2,2,8,8,28,15,55,21,44,11,19,3,3,1,0,3,0,3,1,4,8,8,16,39,72,86,201,190,386,354,449,296,202
23-Oct-2020 11:17:00,15960,16666,27115,38183,28933,32114,20966,21409,19590,18653,14852,14428,9246,10473,4655,5121,2771,2217,1202,520,0,0,1,1,3,1,1,9,9,24,31,49,42,103,51,105,50,54,25,13,0,0,0,0,1,0,0,2,0,11,9,27,16,56,23,47,10,16,4,3,1,0,3,0,3,1,4,8,8,16,39,74,86,201,192,386,355,453,296,202
23-Oct-2020 16:17:00,15969,16672,27125,38207,28948,32134,20981,21418,19596,18667,14860,14436,9248,10477,4657,5122,2772,2217,1203,520,0,0,1,1,3,1,1,9,9,23,31,49,41,103,51,106,49,53,26,13,0,0,0,0,1,0,0,2,0,11,9,27,16,57,23,46,10,16,4,3,1,0,3,0,3,1,4,8,8,16,39,74,86,201,192,387,355,453,296,202
24-Oct-2020 17:24:00,15995,16693,27163,38252,29005,32184,21013,21444,19625,18698,14889,14456,9264,10517,4666,5140,2784,2227,1209,524,0,0,1,1,3,1,1,7,6,25,29,45,40,100,49,101,46,49,22,13,0,0,0,0,1,0,0,2,1,12,8,26,14,52,23,39,11,15,3,4,1,0,3,0,3,1,4,8,8,17,40,74,86,204,194,394,360,462,305,203
24-Oct-2020 21:57:00,15996,16696,27167,38253,29007,32186,21015,21446,19629,18699,14891,14461,9265,10517,4668,5142,2784,2228,1210,524,0,0,0,1,2,1,1,7,7,25,29,45,41,101,52,103,44,50,23,13,0,0,0,0,1,0,0,2,1,13,9,27,14,51,24,43,11,14,4,4,1,0,3,0,3,1,4,8,8,17,40,75,86,205,195,395,360,463,305,204
26-Oct-2020 07:40:00,16025,16714,27213,38309,29102,32248,21069,21500,19678,18749,14940,14497,9294,10555,4685,5160,2790,2235,1212,526,0,0,0,0,3,1,1,7,6,22,27,45,38,95,47,93,45,41,17,15,0,0,0,0,1,0,0,2,1,9,9,26,17,50,21,36,12,13,2,5,1,0,3,1,3,1,4,8,8,17,40,76,86,204,196,399,363,471,310,205
26-Oct-2020 10:37:00,16034,16725,27222,38315,29109,32258,21077,21504,19689,18757,14942,14501,9297,10563,4686,5162,2792,2234,1213,526,0,0,0,1,3,1,1,6,7,24,25,46,38,93,49,93,44,42,19,13,0,0,0,0,0,0,0,2,1,11,9,24,18,45,23,37,13,13,3,4,1,0,3,1,3,1,4,8,8,17,40,77,86,205,197,401,364,472,310,205
26-Oct-2020 18:07:00,16045,16738,27255,38351,29140,32297,21106,21525,19712,18783,14962,14511,9312,10574,4691,5165,2794,2240,1216,526,0,0,0,0,3,0,2,7,3,23,25,43,35,92,48,88,43,36,19,14,0,0,0,0,0,0,0,2,1,10,8,25,18,45,22,33,13,13,2,2,1,0,3,1,3,1,4,8,9,18,41,77,86,208,199,405,370,480,318,209
26-Oct-2020 22:48:00,16058,16752,27270,38370,29162,32318,21126,21539,19738,18792,14974,14522,9324,10582,4700,5175,2797,2245,1218,528,0,0,0,1,3,0,1,7,5,22,26,44,36,93,51,92,41,38,18,13,0,0,0,0,0,0,0,2,1,13,11,27,19,45,23,38,14,12,3,1,1,0,3,1,3,1,4,8,9,18,41,77,87,210,199,406,372,483,320,211
27-Oct-2020 09:51:00,16078,16773,27301,38392,29228,32382,21163,21556,19773,18818,14994,14540,9337,10603,4711,5182,2807,2249,1219,531,0,0,0,0,3,0,1,7,6,24,24,41,38,95,49,84,39,36,18,12,0,0,0,0,0,0,0,2,0,12,11,25,17,48,21,38,14,13,3,3,1,0,3,1,3,1,4,8,9,18,41,77,87,209,199,406,372,483,320,211
27-Oct-2020 18:43:00,16097,16798,27336,38420,29258,32411,21180,21576,19782,18837,15014,14553,9347,10611,4715,5192,2810,2253,1222,532,0,0,0,0,4,0,1,7,6,24,23,39,35,91,45,80,42,34,16,11,0,0,0,0,0,0,0,2,0,10,10,22,17,47,21,32,13,14,3,3,1,0,3,1,3,1,4,8,9,18,41,77,88,210,199,408,373,484,323,213
27-Oct-2020 21:59:00,16098,16800,27340,38452,29265,32428,21184,21582,19785,18838,15017,14556,9351,10617,4716,5193,2810,2254,1222,532,0,0,0,1,4,1,1,6,6,24,23,38,31,92,46,84,41,37,16,10,0,0,0,0,0,0,0,2,0,11,10,22,14,45,22,34,14,14,3,2,1,0,3,1,3,1,4,9,9,19,42,80,89,213,200,411,374,485,325,215
28-Oct-2020 06:39:00,16117,16818,27349,38473,29306,32460,21198,21601,19809,18851,15027,14582,9372,10633,4719,5196,2813,2255,1224,532,0,0,0,1,4,1,2,5,5,24,23,35,32,87,44,80,44,34,16,10,0,0,0,0,0,0,0,2,1,7,11,22,17,47,23,30,14,16,2,2,1,0,3,1,3,1,4,9,9,19,42,80,89,212,200,412,374,485,325,215
